Date,State,Latitude,Longitude,GDP_Before_COVID,GDP_During_COVID,Unemployment_Rate_Before,Unemployment_Rate_During,Health_Index,Vaccination_Rate,Inflation_Rate
2019-01-01,Andhra Pradesh,15.9129,79.74,91152.665,61338.435,8.2,12.101170902477,50.71,60.475,5.8
2019-01-01,Arunachal Pradesh,28.218,94.7278,98790.77,66836.88,7.68,12.9735352424995,56.88,29.6,7.87
2019-01-01,Assam,26.2006,92.9376,52228.775,37736.17,5.8,9.65738070406566,80.27,55.515,5.625
2019-01-01,Chhattisgarh,21.2787,81.8661,75287.645,49437.935,5.615,10.1230577495536,81.255,37.245,6.76
2019-01-01,Goa,15.2993,74.124,94105.4,68507.63,9.85,17.8875514383761,45.45,84.52,4.4
2019-01-01,Gujarat,22.2587,71.1924,84452.78,66836.2433333333,5.53666666666667,12.8087895416298,71.5033333333333,67.5666666666667,5.58666666666667
2019-01-01,Haryana,29.0588,76.0856,65463.61,50988.94,8.11,15.7124146378305,35.7,15.18,8.45
2019-01-01,Himachal Pradesh,31.1048,77.1734,38773.36,31109.245,5.865,14.6693145171901,57.6,49.64,6.925
2019-01-01,Jharkhand,23.6102,85.2799,75354.2,56724.67,8.945,14.3161628578887,81.1,85.715,5.705
2019-01-01,Karnataka,15.3173,75.7139,49015.14,34294.82,6.07,9.18725244782116,68.32,64.845,4.27
2019-01-01,Kerala,10.8505,76.2711,8943.14,5865.11,7.48,14.3439162808889,30.64,73.68,4.14
2019-01-01,Madhya Pradesh,22.9734,78.6569,45421.99,35862.52,6.155,9.25726636722192,73.195,55.625,5.6
2019-01-01,Maharashtra,19.7515,75.7139,6143.7,4183.11,3.92,9.71160863979943,38.29,38.14,8.76
2019-01-01,Manipur,24.6637,93.9063,52186.772,39479.184,6.454,13.8497851784594,60.554,42.604,5.768
2019-01-01,Meghalaya,25.467,91.3662,33196.335,30415.965,7.71,16.8753194603369,53.485,12.555,4.655
2019-01-01,Nagaland,26.1584,94.5624,66036.71,48802.145,6.44,14.4782543709575,70.27,28.555,4.92
2019-01-01,Odisha,20.9517,85.0985,55124.32,40929.11,5.34,15.6364380535293,66.55,42.05,4.68
2019-01-01,Punjab,31.1471,75.3412,46824.42,37872.07,6.685,14.0093363220313,60.685,50.985,6.87
2019-01-01,Sikkim,27.533,88.5122,21336.415,18739.635,6.37,13.4093069079946,63.41,88.75,6.0025
2019-01-01,Tamil Nadu,11.1271,78.6569,60834.06,47524.045,4.84,11.3720169983785,56.5475,75.36,5.06
2019-01-01,Telangana,18.1124,79.0193,45029.5533333333,38123.97,5.64,12.6854742571298,63.0633333333333,53.7733333333333,5.47333333333333
2019-01-01,Tripura,23.9408,91.9882,64100.145,49819.67,3.43,11.0564358836308,76.91,69.315,5.25
2019-01-01,Uttar Pradesh,26.8467,80.9462,49088.865,32928.485,6.33,12.4285361641169,66.17,73.56,4.2
2019-01-01,Uttarakhand,30.0668,79.0193,25229.94,22102.57,6.68666666666667,14.1370040498489,63.93,26.0333333333333,4.67
2019-01-01,West Bengal,22.9868,87.855,52750.55,36661.28,8.91,13.0040671394993,82.83,75.81,7.68
2019-02-01,Andhra Pradesh,15.9129,79.74,57359.5433333333,44678.1,6.62666666666667,13.677326877113,57.13,48.4066666666667,6.74333333333333
2019-02-01,Assam,26.2006,92.9376,95438.93,64791.91,5.95,9.58931720953203,67.97,8.79,3.54
2019-02-01,Delhi,28.7041,77.1025,66170.725,51135.3233333333,7.44,15.6942723436222,37.6,34.5433333333333,5.74666666666667
2019-02-01,Goa,15.2993,74.124,54905.2466666667,40200.44,7.14666666666667,14.5089081432065,66.1766666666667,44.0633333333333,5.41333333333333
2019-02-01,Gujarat,22.2587,71.1924,44841.9833333333,39777.61,3.46666666666667,12.1395358939367,67.6066666666667,17.6133333333333,5.00333333333333
2019-02-01,Haryana,29.0588,76.0856,45465.13,32932.53,6.315,15.3266983155164,65.715,14.44,5.185
2019-02-01,Jharkhand,23.6102,85.2799,68030.295,50941.22,4.91,12.3801542102698,80.12,15.01,5.255
2019-02-01,Karnataka,15.3173,75.7139,73307.516,51684.112,6.446,13.3208063942099,66.16,63.6,5.952
2019-02-01,Kerala,10.8505,76.2711,68430.67,60070.93,9.22,19.6811918555511,34.21,52.31,8.22
2019-02-01,Maharashtra,19.7515,75.7139,31382.97,25188.2866666667,6.39,13.1313456449181,40.77,50.4933333333333,6.02666666666667
2019-02-01,Manipur,24.6637,93.9063,53734.525,48766.74,5.8,11.2436135801128,48.13,7.78,8.015
2019-02-01,Meghalaya,25.467,91.3662,33279.265,22318.375,8.905,18.0348009440502,50.23,45.705,5.32
2019-02-01,Nagaland,26.1584,94.5624,50731.21,42406.875,5.855,12.5798794978652,68.04,78.485,5.295
2019-02-01,Odisha,20.9517,85.0985,40882.5133333333,35013.64,6.11333333333333,13.3022406083519,49.5833333333333,34.0683333333333,5.61166666666667
2019-02-01,Punjab,31.1471,75.3412,58280.1466666667,38811.1966666667,7.86,16.6319732123816,77.5966666666667,69.0133333333333,4.71
2019-02-01,Rajasthan,27.0238,74.2179,56404.39,46405.64,6.1,15.7361047961416,69.51,13.51,3.8
2019-02-01,Tamil Nadu,11.1271,78.6569,52457.62,39341.13,7.85,14.7884701474156,94.63,10.54,6.98
2019-02-01,Tripura,23.9408,91.9882,59007.656,44149.746,5.898,11.504110932208,61.008,26.96,5.57
2019-02-01,Uttar Pradesh,26.8467,80.9462,68333.94,45083.18,3.44,11.2785826730802,67.3,83.81,7.44
2019-02-01,Uttarakhand,30.0668,79.0193,10904.55,7678.71,5.275,11.1158110271201,52.055,58.13,5.725
2019-02-01,West Bengal,22.9868,87.855,62433.66,53343.185,6.375,15.1941799152546,62.42,23.36,6.325
2019-03-02,Andhra Pradesh,15.9129,79.74,32421.625,28044.675,5.835,13.0875214945528,53.62,81.3525,6.6525
2019-03-02,Arunachal Pradesh,28.218,94.7278,16368.78,11680.42,8.13,14.6033242666619,54.86,66.36,3.03
2019-03-02,Assam,26.2006,92.9376,68387.8033333333,54131.28,6.27666666666667,13.1134902370483,61.5566666666667,51.8033333333333,5.32333333333333
2019-03-02,Bihar,25.0961,85.3131,20259.8433333333,16100.8833333333,8.17,14.1454975641144,59.4166666666667,53.6966666666667,6.18
2019-03-02,Goa,15.2993,74.124,42680.3266666667,28292.4333333333,7.05666666666667,13.4920358717358,52.0333333333333,77.9233333333333,5.16666666666667
2019-03-02,Gujarat,22.2587,71.1924,62242.53,38009.17,4.31,10.0246333933447,79.18,83.29,7.03
2019-03-02,Haryana,29.0588,76.0856,42402.7366666667,30311.2233333333,7.43333333333333,14.7755149462225,75.5933333333333,71.6633333333333,7.43333333333333
2019-03-02,Jharkhand,23.6102,85.2799,35885.12,27319.86,7.4,12.0255023002,46.69,53.81,6.4
2019-03-02,Karnataka,15.3173,75.7139,32377.71,24647.75,8.04,12.0140373373054,50.85,95.24,8.89
2019-03-02,Kerala,10.8505,76.2711,66745.905,48276.535,7.495,15.1001586539923,79.56,58.0375,5.5325
2019-03-02,Madhya Pradesh,22.9734,78.6569,37550.765,26549.025,6.895,15.1209842192894,58.345,79.38,5.87
2019-03-02,Maharashtra,19.7515,75.7139,64560.035,53742.765,7.8,11.0930223059461,61.83,58.075,4.025
2019-03-02,Manipur,24.6637,93.9063,3190.23,2268.71,9.44,14.6697873336381,48.47,70.13,4.99
2019-03-02,Meghalaya,25.467,91.3662,46663.575,36069.3083333333,6.755,13.2969115609649,49.94,54.7216666666667,6.24833333333333
2019-03-02,Odisha,20.9517,85.0985,78398.595,58608.46,7.775,14.2907607549638,54.395,46.655,3.835
2019-03-02,Punjab,31.1471,75.3412,26606.17,22377.5,7.785,14.7085080302331,76.91,86.34,6.475
2019-03-02,Rajasthan,27.0238,74.2179,28555.8933333333,25347.79,6.43,14.5916642975652,63.1766666666667,40.4566666666667,6.89666666666667
2019-03-02,Tamil Nadu,11.1271,78.6569,49103.6283333333,37402.615,6.25333333333333,12.548378749174,67.7816666666667,49.2016666666667,5.32666666666667
2019-03-02,Telangana,18.1124,79.0193,9622.18,6035.51,8.83,18.2180505007869,61.38,94.04,5.08
2019-03-02,Tripura,23.9408,91.9882,3394.98,3114.77,4.39,11.0403532473067,39.89,48.11,3.42
2019-03-02,Uttar Pradesh,26.8467,80.9462,7583.13,4771.64,8.57,11.5461876053515,69.64,94.59,5.5
2019-03-02,Uttarakhand,30.0668,79.0193,45817.865,37661.545,5.2,15.193733830142,45.99,34.495,6.25
2019-04-01,Andhra Pradesh,15.9129,79.74,37512.435,33323.715,6.7,14.2329712280298,71.585,24.34,6.28
2019-04-01,Arunachal Pradesh,28.218,94.7278,84246.29,62098.77,3.38,6.17789123634,35.8,27.18,8.18
2019-04-01,Assam,26.2006,92.9376,52639.49,45644.4233333333,7.83,13.1479905944196,66.04,36.99,7.80666666666667
2019-04-01,Bihar,25.0961,85.3131,42694.9475,33042.535,4.695,12.113463414976,65.98,57.75,6.4725
2019-04-01,Chhattisgarh,21.2787,81.8661,33576.5966666667,26648.43,6.00333333333333,10.2804974499768,45.18,80.85,5.28
2019-04-01,Delhi,28.7041,77.1025,37951.93,25575.58,5.09,9.12717393277667,45.63,98.94,5.8
2019-04-01,Goa,15.2993,74.124,72553.772,60669.868,6.28,10.9623919633845,54.294,38.91,5.712
2019-04-01,Gujarat,22.2587,71.1924,68975.6,49915.64,5.275,11.0623395272415,53.445,33.685,6.0175
2019-04-01,Haryana,29.0588,76.0856,44278.5625,30561.1375,7.7825,15.3653680808077,71.8525,54.465,6.3325
2019-04-01,Himachal Pradesh,31.1048,77.1734,83338.01,78924.13,7.21,16.1089600331336,63.51,31.45,3.14
2019-04-01,Karnataka,15.3173,75.7139,76065.61,53245.75,3.57,8.06867465257929,36.08,99.81,8.45
2019-04-01,Kerala,10.8505,76.2711,61334.71,41401.83,5.935,14.6259410547728,46.365,41.34,5.69
2019-04-01,Madhya Pradesh,22.9734,78.6569,59273.735,40190.285,3.79,10.5187676941451,65.695,52.13,4.62
2019-04-01,Maharashtra,19.7515,75.7139,96675.32,59739.76,6.06,14.7871361150044,89.76,99.72,7.91
2019-04-01,Manipur,24.6637,93.9063,11681.25,7555.9,3.28,8.09073885445113,41.82,96.95,8.61
2019-04-01,Meghalaya,25.467,91.3662,42248.38,35501.1,5.375,10.7850262294823,44.905,43.03,6.02
2019-04-01,Nagaland,26.1584,94.5624,63123.04,48027.44,8.82,19.1021275788659,85.74,41.13,5.82
2019-04-01,Odisha,20.9517,85.0985,66481.83,45670.74,7.6,15.3333129479545,72.885,16.29,6.08
2019-04-01,Punjab,31.1471,75.3412,21330.89,14716.47,7.92,18.6762159281087,49.295,7.115,7.98
2019-04-01,Rajasthan,27.0238,74.2179,98255.48,65337.57,3.23,8.11152135777403,86.43,61.46,8.35
2019-04-01,Sikkim,27.533,88.5122,33053.23,28370.995,7.235,15.6829965936456,51.96,39.7,5.985
2019-04-01,Tripura,23.9408,91.9882,68785.95,52576.01,5.86666666666667,12.4149300779132,63.7366666666667,30.4933333333333,5.07666666666667
2019-04-01,Uttar Pradesh,26.8467,80.9462,58439.79,46146.49,5.58,13.8865933671543,57.285,47.095,4.755
2019-04-01,Uttarakhand,30.0668,79.0193,54018.515,38379.57,6.475,14.3293487074612,67.365,70.755,7.535
2019-04-01,West Bengal,22.9868,87.855,18566.51,13800.38,9.77,15.7108364851003,90.39,94.91,5.79
2019-05-01,Arunachal Pradesh,28.218,94.7278,69906.04,64627.67,4.37,12.7725091495228,43.15,83.84,8.59
2019-05-01,Assam,26.2006,92.9376,54258.25,41301.11,6.16,13.2346451449899,52.145,28.795,5.775
2019-05-01,Bihar,25.0961,85.3131,23218.84,16591.89,7.2975,14.2115887097224,53.4525,75.8025,5.8325
2019-05-01,Chhattisgarh,21.2787,81.8661,8622.575,6637.605,6.095,13.6889239565141,43.98,79.88,4.97
2019-05-01,Delhi,28.7041,77.1025,53624.26,42037.395,3.77,8.83264538006737,68.87,71.14,6.05
2019-05-01,Goa,15.2993,74.124,47573.545,30989.475,7.69,12.1724836476405,62.945,82.47,4.48
2019-05-01,Gujarat,22.2587,71.1924,49231.37,35396.7566666667,8.18666666666667,15.2546967088439,56.3833333333333,34.5733333333333,5.77666666666667
2019-05-01,Haryana,29.0588,76.0856,26226.31,19272.11,6.77,12.9003718335302,46.46,60.42,5.78
2019-05-01,Jharkhand,23.6102,85.2799,57291.6633333333,46124.8533333333,7.97333333333333,16.4480749173679,56.6433333333333,31.3733333333333,6.97
2019-05-01,Karnataka,15.3173,75.7139,49068.715,42952.205,6.39,15.5179256920615,68.16,62.23,7.58
2019-05-01,Kerala,10.8505,76.2711,8203.54,7163.5,4.48,11.5775706690087,71.38,36.71,4.38
2019-05-01,Madhya Pradesh,22.9734,78.6569,76816.52,65097.365,3.8,8.67086720547999,49.505,38.73,5.945
2019-05-01,Maharashtra,19.7515,75.7139,67918.4666666667,53939.6566666667,6.11,10.812805382648,50.5533333333333,51.6433333333333,6.3
2019-05-01,Manipur,24.6637,93.9063,98777.31,83976.88,7.17,13.5602924398045,65.09,58.37,8.41
2019-05-01,Nagaland,26.1584,94.5624,30179.885,20221.69,7.345,13.6412494846015,62.13,31.955,5.99
2019-05-01,Punjab,31.1471,75.3412,64458.81,53078.1866666667,8.90666666666667,17.0217986531184,53.68,75.6133333333333,5.90666666666667
2019-05-01,Rajasthan,27.0238,74.2179,32536.9566666667,27505.09,6.05333333333333,16.0530233307892,69.99,78.35,6.14666666666667
2019-05-01,Sikkim,27.533,88.5122,58980.78,54606.18,7.865,15.1299312248797,42.74,29.985,7.535
2019-05-01,Telangana,18.1124,79.0193,80072.7,50457.51,7.73,13.1071077472422,83.91,92.07,7.34
2019-05-01,Tripura,23.9408,91.9882,49563.085,34472.9525,6.1225,15.3533537810566,51.21,44.905,7.0275
2019-05-01,Uttar Pradesh,26.8467,80.9462,60882.65,53204.165,5.14,10.2919228906657,63.995,93.715,6.175
2019-05-01,Uttarakhand,30.0668,79.0193,45383.425,38052.4175,5.765,11.0732780144432,72.415,81.57,6.005
2019-05-01,West Bengal,22.9868,87.855,30152.11,21392.09,9.89,19.6440951459249,85.97,56.25,7.57
2019-05-31,Andhra Pradesh,15.9129,79.74,77270.33,70292.76,9.63,16.6742103971521,54.38,30.04,8.88
2019-05-31,Arunachal Pradesh,28.218,94.7278,67614.16,55215.785,7.85,15.6480959881727,51.985,38.6,4.85
2019-05-31,Assam,26.2006,92.9376,30530.075,25316.7775,4.325,12.2505967714071,71.105,81.9025,7.675
2019-05-31,Bihar,25.0961,85.3131,62615.22,50007.4433333333,5.86,13.9458185395724,46.4533333333333,36.61,3.99666666666667
2019-05-31,Chhattisgarh,21.2787,81.8661,29989.38,26541.66,5.84,15.9367425808807,65.16,16.12,6.36
2019-05-31,Delhi,28.7041,77.1025,8275.815,5611.62,8.3,12.1058668259917,58.96,55.085,4.895
2019-05-31,Gujarat,22.2587,71.1924,57347.7266666667,44057.2233333333,7.24666666666667,14.3108782831831,54.7633333333333,29.6233333333333,6.01
2019-05-31,Haryana,29.0588,76.0856,49694.98,41991.455,4.74,13.9441255756233,52.32,35.775,7.715
2019-05-31,Himachal Pradesh,31.1048,77.1734,53593.445,39651.525,6.225,11.3788945377693,62.57,63.47,7.525
2019-05-31,Jharkhand,23.6102,85.2799,73570.432,58568.35,6.582,13.9165146547377,58.276,44.312,5.482
2019-05-31,Karnataka,15.3173,75.7139,25991.26,23222.47,3.64,7.97609032036237,36.35,51.1,8.74
2019-05-31,Kerala,10.8505,76.2711,61252.46,56701.805,3.895,11.323232285788,69.26,12.045,3.46
2019-05-31,Madhya Pradesh,22.9734,78.6569,23073.4733333333,18733.8133333333,6.59,15.503056509193,49.72,33.5133333333333,6.43666666666667
2019-05-31,Maharashtra,19.7515,75.7139,52289.8,37878.93,5.89,9.9598630300012,55.9,74.24,7.75
2019-05-31,Meghalaya,25.467,91.3662,41992.62,30819.15,5.66333333333333,13.8029382299517,72.4833333333333,56.63,6.90333333333333
2019-05-31,Nagaland,26.1584,94.5624,57428.03,47188.05,6.665,14.116827062738,54.825,59.71,7.07
2019-05-31,Punjab,31.1471,75.3412,51327.69,45871.62,4.34,10.4344793762731,59.58,31.74,8.46
2019-05-31,Rajasthan,27.0238,74.2179,16089.19,11475.38,7.11,12.339010685779,40.52,79.04,6.61
2019-05-31,Sikkim,27.533,88.5122,72443.6466666667,66309.75,5.65,10.9123136803237,73.7333333333333,23.37,5.46666666666667
2019-05-31,Tamil Nadu,11.1271,78.6569,98424.26,87384.35,5.33,16.3041905007817,74.43,81.45,8.16
2019-05-31,Telangana,18.1124,79.0193,89587.91,83468.23,3.59,10.2385478081327,77.63,91.15,6.64
2019-05-31,Tripura,23.9408,91.9882,92903.54,81147.77,7.07,15.0643054202762,89.77,31.8,8.61
2019-05-31,Uttar Pradesh,26.8467,80.9462,56456.65,45277.72,8.72,16.8239386664405,94.5,58.74,3.71
2019-05-31,Uttarakhand,30.0668,79.0193,71739.36,62460.2633333333,7.96666666666667,13.0236004408597,43.9266666666667,32.0833333333333,7.19
2019-05-31,West Bengal,22.9868,87.855,28931.07,25504.8933333333,6.68666666666667,14.2279555299469,57.3833333333333,60.8333333333333,5.16666666666667
2019-06-30,Andhra Pradesh,15.9129,79.74,72995.9383333333,58466.8783333333,6.74833333333333,13.7902687836551,61.68,56.975,6.41666666666667
2019-06-30,Arunachal Pradesh,28.218,94.7278,66296.0666666667,55267.5533333333,8.35333333333333,14.5768018212106,70.5866666666667,40.97,6.05333333333333
2019-06-30,Assam,26.2006,92.9376,48594.82,33065.59,5.15,9.3586836434784,64.005,57.01,7.8
2019-06-30,Chhattisgarh,21.2787,81.8661,9262.94,6538.37,7.85,17.0731116832371,70.71,98.77,3.35
2019-06-30,Delhi,28.7041,77.1025,54010.1266666667,38692.66,7.72,14.1963664192582,68.2233333333333,64.7433333333333,7.16333333333333
2019-06-30,Haryana,29.0588,76.0856,37094.78,34796.44,7.69,18.139503772726,32.73,97.34,5.32
2019-06-30,Jharkhand,23.6102,85.2799,79759.93,57534.565,7.1225,14.6842291350102,78.965,60.3625,5.8275
2019-06-30,Karnataka,15.3173,75.7139,43744.5833333333,31028.53,5.18666666666667,15.6230494118685,63.7633333333333,73.6133333333333,7.9
2019-06-30,Kerala,10.8505,76.2711,79964.3233333333,60517.55,6.49,14.8533307731602,67.5633333333333,38.0366666666667,5.62333333333333
2019-06-30,Madhya Pradesh,22.9734,78.6569,6750.28,6067.74,8.44,14.5899775837075,67.11,52.57,5.26
2019-06-30,Maharashtra,19.7515,75.7139,76596.97,52178.34,5,14.607048060439,41.42,99.68,8.98
2019-06-30,Meghalaya,25.467,91.3662,89271.27,73219.5466666667,4.29666666666667,9.68043496041022,53.1366666666667,39.2466666666667,5.35
2019-06-30,Nagaland,26.1584,94.5624,63024.16,52214.175,6.865,12.7092553007357,59.845,71.27,7.715
